Question,infomation,productTopSell,recommendedProduct,ingredient,quality,greeting
mình cần bạn giải đáp sản phẩm nào được làm từ trứng,0,0,0,1,0,0
có thể hỏi bạn về người dùng nói gì về cà phê,0,0,0,0,1,0
mình có một câu hỏi tôi nên dùng cà phê nào,0,0,1,0,0,0
mình thắc mắc muốn hỏi bạn bạn có biết cà phê nào cho tớ không?,0,0,1,0,0,0
bạn cho mình hỏi trứng có trong sản phẩm nào,0,0,0,1,0,0
mình thắc mắc chút chất lượng của espresso có đảm bảo không,0,0,0,0,1,0
espresso là sản phẩm thuộc nhóm nào,1,0,0,0,0,0
mình có một thắc mắc sản phẩm nào được chế biến bởi trứng,0,0,0,1,0,0
mình có một câu hỏi giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
có thể hỗ trợ mình với sản phẩm nào được chế biến bởi trà,0,0,0,1,0,0
mình đang thắc mắc về cà phê có thuộc loại cao cấp không,1,0,0,0,0,0
cho mình thắc mắc giữa espresso và cà phê thì cái nào phù hợp hơn,0,0,0,0,1,0
bạn cho mình hỏi tôi có thể tìm sản phẩm chứa đường ở đâu,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn americano với cà phê cái nào ngon hơn,0,0,0,0,1,0
bạn có thể cho tớ thông tin về sản phẩm americano có đáng mua không,0,0,0,0,1,0
bạn có thể trả lời giúp mình mình thích cà phê nào thì nên mua gì,0,0,1,0,0,0
mình có một câu hỏi sản phẩm chứa socola nào phổ biến nhất,0,0,0,1,0,0
mình cần bạn giải đáp socola có trong sản phẩm nào,0,0,0,1,0,0
mình đang thắc mắc về americano với cà phê thì cái nào phổ biến hơn,0,0,0,0,1,0
bạn có thể trả lời giúp mình cà phê có đảm bảo không,0,0,0,0,1,0
cho mình thắc mắc espresso giá bao nhiêu,1,0,0,0,0,0
có thể cho mình biết mình thích cà phê nào thì nên mua gì,0,0,1,0,0,0
mình muốn biết sản phẩm nào được chế biến bởi sữa,0,0,0,1,0,0
bạn có thể cho tớ thông tin về rõ hơn về americano,1,0,0,0,0,0
bạn có thể trả lời giúp mình sản phẩm nào được làm từ trứng,0,0,0,1,0,0
mình cần chút thông tin về rõ hơn về espresso,1,0,0,0,0,0
bạn cho mình xin thông tin về có cà phê nào giống cà phê không,0,0,1,0,0,0
bạn có thể trả lời giúp mình sản phẩm nào có bơ,0,0,0,1,0,0
cậu giúp mình với americano với cà phê khác nhau như thế nào,0,0,0,0,1,0
cho mình thắc mắc tớ nên dùng cà phê nào,0,0,1,0,0,0
bạn có thể cung cấp thông tin về espresso có là sản phẩm phổ biến không,0,0,0,0,1,0
mình thắc mắc chút mật ong có trong sản phẩm nào,0,0,0,1,0,0
hello bạn có thể giúp mình giải đáp,0,0,0,0,0,1
cậu giúp mình với tớ có thể tham khảo cà phê nào,0,0,1,0,0,0
mình cần chút thông tin về americano là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
mình muốn biết có sản phẩm nào chứa bột mì không,0,0,0,1,0,0
mình muốn tìm hiểu về espresso có là sản phẩm phổ biến không,0,0,0,0,1,0
mình muốn hỏi cà phê có thuộc loại cao cấp không,1,0,0,0,0,0
có thể cho mình biết espresso được xếp vào loại nào trên thị trường,1,0,0,0,0,0
mình muốn tìm hiểu về sản phẩm nào được nhiều người mua nhất tuần này,0,1,0,0,0,0
mình cần chút thông tin về sản phẩm nào sử dụng sữa,0,0,0,1,0,0
mình muốn biết espresso có thành phần đặc trưng nào,1,0,0,0,0,0
có thể hỗ trợ mình với sản phẩm nào đang là xu hướng mua sắm hiện nay,0,1,0,0,0,0
mình có một câu hỏi americano được chế biến như thế nào,1,0,0,0,0,0
mình muốn hỏi bạn chút thông tin về sản phẩm nào đang được đánh giá cao nhất,0,1,0,0,0,0
mình có một thắc mắc bạn có biết cà phê nào cho mình không?,0,0,1,0,0,0
có thể cho mình biết cà phê nào bạn nên xem xét,0,0,1,0,0,0
alo nhân viên mình có một câu hỏi,0,0,0,0,0,1
bạn có thể trả lời giúp mình americano có chất lượng không,0,0,0,0,1,0
mình có điều muốn hỏi cà phê là sản phẩm loại gì,1,0,0,0,0,0
mình có điều muốn hỏi giá của cà phê là bao nhiêu,1,0,0,0,0,0
bạn cho mình hỏi bạn có thể thử cà phê nào,0,0,1,0,0,0
mình thắc mắc muốn hỏi bạn có sản phẩm nào chứa bơ không,0,0,0,1,0,0
cho mình thắc mắc espresso thuộc loại nào,1,0,0,0,0,0
cậu có thể cho mình biết quán còn bán americano này không,1,0,0,0,0,0
bạn giúp mình chút được không có sản phẩm nào được chế biến từ mật ong,0,0,0,1,0,0
mình cần chút thông tin về có cà phê nào phù hợp với tôi không,0,0,1,0,0,0
alo cậu cho mình hỏi,0,0,0,0,0,1
có thể hỗ trợ mình với espresso có đảm bảo không,0,0,0,0,1,0
bạn có thể cung cấp thông tin về có cà phê nào mà bạn không nên bỏ lỡ không,0,0,1,0,0,0
bạn có thể cung cấp thông tin về sản phẩm americano có đáng để sử dụng không,0,0,0,0,1,0
cậu có thể cho mình biết cà phê có đáng để mua thử không,0,0,0,0,1,0
mình có một câu hỏi cho tôi biết cà phê nào phù hợp với anh,0,0,1,0,0,0
có thể cho mình biết mình muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
cho mình thắc mắc mhững sản phẩm nào đang hot nhất hiện nay,0,1,0,0,0,0
mình có một câu hỏi cà phê được mô tả như thế nào,1,0,0,0,0,0
mình đang thắc mắc về quán có thể cho biết những sản phẩm nào đang bán chạy theo tuần không,0,1,0,0,0,0
mình muốn hỏi sản phẩm nào được mua nhiều nhất gần đây,0,1,0,0,0,0
mình cần chút thông tin về espresso có đáng tiền không,0,0,0,0,1,0
mình thắc mắc chút americano là sản phẩm loại gì,1,0,0,0,0,0
bạn cho mình xin thông tin về nhiều người đánh giá cà phê cao không,0,0,0,0,1,0
bạn cho mình hỏi sản phẩm chứa phô mai nào phổ biến nhất,0,0,0,1,0,0
mình đang thắc mắc về espresso có an toàn khi sử dụng không,0,0,0,0,1,0
mình cần chút thông tin về danh sách sản phẩm bán chạy hàng đầu,0,1,0,0,0,0
mình đang thắc mắc về sữa có trong sản phẩm nào,0,0,0,1,0,0
cậu có thể cho mình biết danh sách sản phẩm bán chạy là gì,0,1,0,0,0,0
cho mình thắc mắc sản phẩm nào được mọi người mua nhiều nhất trong thời gian gần đây,0,1,0,0,0,0
mình muốn tìm hiểu về top sản phẩm hot nhất mà Quán đang bán là gì,0,1,0,0,0,0
hey em mình hỏi chút,0,0,0,0,0,1
xin chào anh cho tớ hỏi,0,0,0,0,0,1
alo anh mình muốn biết,0,0,0,0,0,1
mình có một câu hỏi sản phẩm nào có socola,0,0,0,1,0,0
mình cần chút thông tin về espresso có đáng để mua thử không,0,0,0,0,1,0
mình cần chút thông tin về mình có thể biết những sản phẩm nào bán chạy trong tuần vừa qua không,0,1,0,0,0,0
có thể giúp mình giải đáp tớ muốn thử cà phê gì,0,0,1,0,0,0
mình hỏi chút cà phê được chế biến như thế nào,1,0,0,0,0,0
mình có một câu hỏi cà phê có được nhiều người yêu thích không,0,0,0,0,1,0
mình có một câu hỏi trà có trong sản phẩm nào,0,0,0,1,0,0
mình đang thắc mắc về americano được mô tả như thế nào,1,0,0,0,0,0
bạn giúp mình với cà phê được làm từ nguyên liệu gì,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình giá của espresso là bao nhiêu,1,0,0,0,0,0
hello nhân viên mình có một câu hỏi,0,0,0,0,0,1
americano còn bao nhiêu ly,1,0,0,0,0,0
mình cần chút thông tin về thông tin về espressothông tin chi tiết về espresso,1,0,0,0,0,0
bạn cho mình xin thông tin về espresso có tính năng nổi bật nào,1,0,0,0,0,0
bạn giúp mình chút được không americano còn bao nhiêu ly,1,0,0,0,0,0
mình thắc mắc chút có thể đặt hàng americano bây giờ được không,1,0,0,0,0,0
bạn cho mình xin thông tin về gợi ý cà phê nào cho bạn tốt nhất,0,0,1,0,0,0
mình muốn biết sản phẩm espresso có đáng để sử dụng không,0,0,0,0,1,0
cậu giúp mình với có gì đặc biệt về cà phê mà mình nên biết,1,0,0,0,0,0
mình cần bạn giải đáp người dùng nói gì về americano,0,0,0,0,1,0
cho mình hỏi cà phê có thành phần đặc trưng nào,1,0,0,0,0,0
bạn cho mình xin thông tin về americano có đáng tin cậy không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về espresso được mô tả như thế nào,1,0,0,0,0,0
có thể giải đáp giúp mình không sản phẩm có chứa sữa không,0,0,0,1,0,0
mình có một câu hỏi americano còn hàng không,1,0,0,0,0,0
bạn cho mình hỏi bạn có thể cho mình biết giá của espresso không,1,0,0,0,0,0
mình muốn hỏi sản phẩm có chứa sữa không,0,0,0,1,0,0
bạn có thể cung cấp thông tin về cho tôi biết cà phê nào phù hợp với tớ,0,0,1,0,0,0
mình thắc mắc muốn hỏi bạn có cà phê nào giống cà phê không,0,0,1,0,0,0
bạn giúp mình chút được không có nên tin tưởng vào chất lượng của espresso không,0,0,0,0,1,0
mình đang thắc mắc về espresso có tốt như lời đồn không,0,0,0,0,1,0
cậu giúp mình với hiện tại có thể mua bao nhiêu espresso,1,0,0,0,0,0
mình có điều muốn hỏi nên chọn espresso hay cà phê,0,0,0,0,1,0
mình cần bạn giải đáp cà phê có trong sản phẩm nào,0,0,0,1,0,0
cho mình thắc mắc những sản phẩm nào đang được khách hàng săn đón nhiều nhất,0,1,0,0,0,0
cho mình hỏi nhiều người đánh giá cà phê cao không,0,0,0,0,1,0
có thể cho mình biết americano và cà phê thì cái nào ngon hơn theo bạn,0,0,0,0,1,0
có thể giải đáp giúp mình không sản phẩm có chứa bơ không,0,0,0,1,0,0
mình đang thắc mắc về sản phẩm chứa bột mì nào phổ biến nhất,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về cho tôi biết cà phê nào phù hợp với mình,0,0,1,0,0,0
cho mình hỏi bạn nên dùng cà phê nào,0,0,1,0,0,0
mình đang thắc mắc về chất lượng của cà phê có đảm bảo không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
bạn cho mình hỏi mhững sản phẩm nào đang hot nhất hiện nay,0,1,0,0,0,0
có thể giúp mình giải đáp sản phẩm nào được chế biến bởi phô mai,0,0,0,1,0,0
mình có một thắc mắc sản phẩm nào được chế biến bởi socola,0,0,0,1,0,0
sản phẩm nào được làm từ mật ong,0,0,0,1,0,0
bạn có thể trả lời giúp mình tớ có thể tham khảo cà phê nào,0,0,1,0,0,0
americano có ngon không,0,0,0,0,1,0
bạn cho mình hỏi espresso được chế biến như thế nào,1,0,0,0,0,0
bạn có thể gợi ý cà phê cho mình không,0,0,1,0,0,0
có thể hỏi bạn về cà phê có an toàn khi sử dụng không,0,0,0,0,1,0
xin chào mọi người mình muốn biết,0,0,0,0,0,1
có thể giải đáp giúp mình không sản phẩm americano có xứng đáng không,0,0,0,0,1,0
bạn cho mình hỏi espresso giá bao nhiêu,1,0,0,0,0,0
mình có một câu hỏi sản phẩm nào được làm từ cà phê,0,0,0,1,0,0
có thể giúp mình giải đáp cà phê được xếp vào loại nào trên thị trường,1,0,0,0,0,0
mình muốn biết cà phê có phù hợp với tôi không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về gợi ý cà phê mà tôi có thể thích,0,0,1,0,0,0
cho mình thắc mắc hiện tại có thể mua bao nhiêu cà phê,1,0,0,0,0,0
có thể giúp mình giải đáp sản phẩm có chứa trà không,0,0,0,1,0,0
mình hỏi chút americano có tốt không,0,0,0,0,1,0
mình muốn tìm hiểu về em muốn thử cà phê gì,0,0,1,0,0,0
có thể hỗ trợ mình với cà phê có thành phần đặc trưng nào,1,0,0,0,0,0
có thể hỏi bạn về americano có phù hợp với tôi không,0,0,0,0,1,0
cậu có thể cho mình biết quán còn bán espresso này không,1,0,0,0,0,0
mình cần bao nhiêu tiền để mua cà phê,1,0,0,0,0,0
hello cậu có thể giải đáp giúp mình không,0,0,0,0,0,1
mình cần bạn giải đáp công thức chế biến espresso là gì,1,0,0,0,0,0
có thể giải đáp giúp mình không americano có chất lượng ổn không,0,0,0,0,1,0
bạn cho mình xin thông tin về quán có thể báo giá americano giúp mình được không,1,0,0,0,0,0
mình có điều muốn hỏi americano thuộc loại nào,1,0,0,0,0,0
mình cần chút thông tin về gợi ý cà phê nào cho tớ tốt nhất,0,0,1,0,0,0
mình đang thắc mắc về socola có trong sản phẩm nào,0,0,0,1,0,0
bạn cho mình xin thông tin về espresso có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
có thể hỏi bạn về mình cần bao nhiêu tiền để mua espresso,1,0,0,0,0,0
bạn giúp mình với americano còn bao nhiêu ly,1,0,0,0,0,0
bạn cho mình hỏi cà phê với espresso khác nhau như thế nào,0,0,0,0,1,0
mình thắc mắc muốn hỏi bạn mình nên dùng cà phê nào,0,0,1,0,0,0
bạn có thể cung cấp thông tin về bơ có trong sản phẩm nào,0,0,0,1,0,0
cà phê có đáng để mua thử không,0,0,0,0,1,0
mình có một thắc mắc thành phần của espresso không,1,0,0,0,0,0
bạn có thể trả lời giúp mình tôi có thể tìm sản phẩm chứa phô mai ở đâu,0,0,0,1,0,0
có thể hỏi bạn về cà phê được giới thiệu ra sao,1,0,0,0,0,0
bạn giúp mình với sản phẩm nào được làm từ trứng,0,0,0,1,0,0
mình thắc mắc chút rõ hơn về americano,1,0,0,0,0,0
mình đang thắc mắc về sản phẩm nào được chế biến bởi sữa,0,0,0,1,0,0
bạn giúp mình chút được không cà phê có chất lượng ổn không,0,0,0,0,1,0
có thể giải đáp giúp mình không cà phê được làm từ nguyên liệu gì,1,0,0,0,0,0
mình thắc mắc chút cà phê có được nhiều người yêu thích không,0,0,0,0,1,0
cậu có thể cho mình biết gợi ý cà phê nào cho anh tốt nhất,0,0,1,0,0,0
mình cần bạn giải đáp sản phẩm nào sử dụng cà phê,0,0,0,1,0,0
có thể giúp mình giải đáp nhiều người đánh giá espresso cao không,0,0,0,0,1,0
mình muốn biết giá bán của americano hiện tại là bao nhiêu,1,0,0,0,0,0
mình cần bạn giải đáp sản phẩm chứa cà phê nào phổ biến nhất,0,0,0,1,0,0
mình muốn biết espresso có đáng tin cậy không,0,0,0,0,1,0
mình muốn tìm hiểu về americano có giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể cho tớ thông tin về độ ngon của americano như thế nào,0,0,0,0,1,0
cậu giúp mình với mô tả chi tiết về americano là gì,1,0,0,0,0,0
có thể hỗ trợ mình với bạn có thể gợi ý cà phê cho tớ không,0,0,1,0,0,0
mình thắc mắc chút cà phê có đảm bảo chất lượng không,0,0,0,0,1,0
mình đang thắc mắc về rõ hơn về espresso,1,0,0,0,0,0
có thể hỏi bạn về tớ có thể thử cà phê nào,0,0,1,0,0,0
mình hỏi chút có thể đặt hàng espresso bây giờ được không,1,0,0,0,0,0
hello nhân viên mình hỏi chút,0,0,0,0,0,1
mình thắc mắc muốn hỏi bạn em thích cà phê nào thì nên mua gì,0,0,1,0,0,0
